subscriber,income,age,var1,gender,house_type,lastVisit,product02
3896,NA,45.26979,-1.190823,m,NA,1/11/2014 20:12,Nee
3897,19955.92,45.26979,-1.190823,m,RENTAL,1/11/2014 20:12,Nee
3898,117171.8,44.75977,-1.726441,f,RENTAL,1/11/2014 23:40,Nee
3899,249055,52.54121,0.2598353,f,OWNER,1/12/2014 7:31,Nee
3900,257651.2,81.78483,0.118952,f,OWNER,1/12/2014 11:51,Nee
3901,198227.9,41.15571,-0.6733764,f,RENTAL,1/12/2014 17:41,Nee
3902,178701.6,36.399,1.174423,m,OWNER,1/13/2014 8:47,Nee
3903,153500.3,53.861,-2.497348,f,RENTAL,1/13/2014 9:32,Ja
3904,361531.9,79.84915,3.743618,f,OWNER,1/13/2014 11:50,Ja
3905,165545,84.95434,-2.110539,f,RENTAL,1/13/2014 13:28,Nee
3906,8382.062,24.58462,0.1745387,m,OWNER,1/13/2014 14:57,Ja
3907,46618.77,NA,-1.429815,m,NA,1/13/2014 20:43,Nee
3908,46618.77,55.63318,-1.429815,m,RENTAL,1/13/2014 20:43,Nee
3909,264365.1,65.62627,0.7252347,f,OWNER,1/13/2014 22:07,Nee
3910,195966.9,59.53441,0.8553332,f,OWNER,1/14/2014 11:33,Nee
3911,55313.30746,30.47637275,0.992326194,m,OWNER,1/14/2014 19:34,Nee
3912,44141.99635,27.99674916,1.269179916,m,OWNER,1/14/2014 20:19,Nee
3913,245526.5,88.94695,-0.4617986,f,RENTAL,1/15/2014 4:00,Ja
3914,68283.44,22.06839,2.857986,m,OWNER,1/15/2014 11:25,Nee
3915,235959.5,33.98147,1.941394,f,OWNER,1/15/2014 21:10,Nee
3916,132588.6,39.75352,-0.6203796,f,RENTAL,1/15/2014 22:06,Nee
3917,226918.9,30.54152,0.03846749,f,OWNER,1/16/2014 0:21,Ja
3918,199066.1,53.28605,-0.1991673,f,RENTAL,1/16/2014 0:36,Ja
3919,NA,57.13012,-0.7188103,m,RENTAL,1/16/2014 7:47,Ja
3920,92860.92,57.13012,-0.7188103,m,RENTAL,1/16/2014 7:47,Ja
3921,79276.53,45.23961,-0.4415464,f,RENTAL,1/16/2014 20:10,Ja
3922,75370.42,35.93384,0.69029,m,OWNER,1/17/2014 6:51,Nee
3923,20754.41,36.24387,-0.5538231,m,RENTAL,1/17/2014 8:56,Ja
3924,51415.29,43.86866,-0.1434456,m,RENTAL,1/17/2014 8:59,Ja
3925,41844.58,42.60983,-0.4078294,m,RENTAL,1/17/2014 9:22,Nee
3926,151169.6,55.37234,0.4523061,f,OWNER,1/17/2014 11:50,Nee
3927,143568.7,39.10511,0.7750439,m,OWNER,1/17/2014 19:56,Nee
3928,43744.47,NA,NA,m,RENTAL,1/17/2014 20:09,Nee
3929,43744.47,45.67558,-1.099516,m,RENTAL,1/17/2014 20:09,Nee
3930,70065.74,34.88691,0.3481536,m,OWNER,1/18/2014 1:25,Ja
3931,41630.52,41.75965,-0.1828673,m,RENTAL,1/18/2014 6:44,Ja
3932,201368.5,80.11174,-5.953158,f,RENTAL,1/18/2014 8:38,Ja
3933,179624.2,39.71078,0.07238182,f,OWNER,1/18/2014 10:24,Nee
3934,167116.7,77.58698,0.4121454,f,OWNER,1/18/2014 15:59,Nee
3935,181584.3,47.30065,-0.3042803,f,RENTAL,1/18/2014 17:02,Nee
3936,89317.32,54.54672,-3.942807,f,RENTAL,1/18/2014 21:54,Ja
3937,178210.5,65.37634,-1.997637,f,RENTAL,1/19/2014 7:58,Nee
3938,59710.91,29.07946,1.19216,m,OWNER,1/19/2014 10:38,Nee
3939,NA,54.74349,NA,m,RENTAL,1/19/2014 13:25,Nee
3940,79414.87,54.74349,-0.9715297,m,RENTAL,1/19/2014 13:25,Nee
3941,101338.4,76.4762,-1.175,f,RENTAL,1/19/2014 13:53,Nee
3942,148945.8,31.16856,-0.04551065,f,RENTAL,1/19/2014 16:19,Nee
3943,52405.30168,55.15174461,NA,m,RENTAL,1/19/2014 16:53,Ja
3944,52405.30168,55.15174461,-1.701688645,m,RENTAL,1/19/2014 16:53,Ja
3945,40483.18,32.74724,0.3066063,m,OWNER,1/19/2014 16:58,Nee
3946,76795.04,74.66526,-4.949968,f,RENTAL,1/20/2014 7:19,Nee
3947,NA,60.16179,NA,m,NA,1/20/2014 13:03,Nee
3948,204229.4,60.16179,-0.1168942,m,RENTAL,1/20/2014 13:03,Nee
3949,98882.1,75.03169,-4.589998,f,RENTAL,1/20/2014 19:17,Nee
3950,57054.65205,48.32720389,-1.04619252,NA,NA,1/20/2014 20:55,Ja
3951,57054.65205,48.32720389,-1.04619252,m,RENTAL,1/20/2014 20:55,Ja
3952,295453.4,70.67751,0.7520466,f,OWNER,1/20/2014 21:47,Ja
3953,141087.2,53.38068,0.6319823,f,OWNER,1/21/2014 3:06,Nee
3954,36133.09284,32.96226536,0.015141872,m,OWNER,1/21/2014 11:30,Ja
3955,37517.93,35.28799,-0.07041587,m,RENTAL,1/21/2014 16:43,Nee
3956,NA,NA,-2.053648252,m,NA,1/21/2014 20:13,Nee
3957,28212.38044,48.20436429,-2.053648252,m,RENTAL,1/21/2014 20:13,Nee
3958,54510.97261,NA,NA,m,NA,1/21/2014 21:50,Nee
3959,54510.97261,58.02754611,-2.014209066,m,RENTAL,1/21/2014 21:50,Nee
3960,243549.6,61.49635,1.345181,f,OWNER,1/22/2014 7:31,Ja
3961,249116.4,56.12984,0.2169301,f,OWNER,1/22/2014 13:34,Nee
3962,10710.29713,22.19832927,0.484104639,m,OWNER,1/22/2014 16:33,Nee
3963,155200.3,53.88897,0.59211,f,OWNER,1/22/2014 23:30,Ja
3964,73572.06,31.98015,1.083583,m,OWNER,1/23/2014 0:49,Nee
3965,97751.89,57.58453,-2.870168,f,RENTAL,1/23/2014 0:54,Ja
3966,176822.9,48.22956,0.192984,f,OWNER,1/23/2014 1:17,Ja
3967,277177.1287,NA,-2.043322609,m,RENTAL,1/23/2014 5:31,Nee
3968,277177.1287,83.42863105,-2.043322609,m,RENTAL,1/23/2014 5:31,Nee
3969,76953.95,41.47832,-0.5287695,m,RENTAL,1/23/2014 10:18,Nee
3970,143829.7,69.89344,0.04765588,f,OWNER,1/23/2014 14:07,Ja
3971,389800.7,77.21426,0.501496,f,OWNER,1/23/2014 16:30,Ja
3972,41981.87,30.35056,-0.07904487,m,RENTAL,1/23/2014 17:43,Nee
3973,NA,50.48745,NA,m,RENTAL,1/23/2014 22:16,Nee
3974,138490.7,50.48745,-0.09816772,m,RENTAL,1/23/2014 22:16,Nee
3975,275254.2,41.41495,-0.005127878,f,RENTAL,1/24/2014 6:06,Ja
3976,287050,64.44148,0.02509062,f,OWNER,1/24/2014 6:20,Ja
3977,123180.6,37.99009,0.7250377,m,OWNER,1/24/2014 7:56,Nee
3978,6309.952,29.43605,-0.2164471,m,RENTAL,1/24/2014 7:58,Nee
3979,96039.87,52.2742,-0.6202822,m,NA,1/24/2014 20:06,Nee
3980,96039.87,52.2742,-0.6202822,m,RENTAL,1/24/2014 20:06,Nee
3981,33274.9,40.47639,-0.7051231,m,RENTAL,1/25/2014 0:25,Nee
3982,188132.1,40.81729,0.772723,f,OWNER,1/25/2014 1:02,Nee
3983,242071.7,39.64716,1.529306,m,OWNER,1/25/2014 11:56,Ja
3984,168762.9,58.8434,-2.717817,f,RENTAL,1/25/2014 20:30,Nee
3985,250063.9,76.57339,-0.6424916,f,RENTAL,1/26/2014 5:28,Nee
3986,114985.7,44.41231,0.3005753,m,OWNER,1/26/2014 5:48,Nee
3987,142175.5,40.66889,-0.9708404,f,RENTAL,1/26/2014 18:18,Nee
3988,174187.4754,NA,-0.314381884,NA,NA,1/27/2014 2:03,Nee
3989,174187.4754,58.46528859,-0.314381884,m,RENTAL,1/27/2014 2:03,Nee
3990,258427.3,73.70044,0.8419713,f,OWNER,1/27/2014 3:29,Nee
3991,55855.14,49.5871,-0.7616487,m,RENTAL,1/27/2014 7:20,Nee
3992,55855.14,49.5871,-0.7616487,m,RENTAL,1/27/2014 7:20,Nee
3993,10609.65,29.57669,-0.3631806,m,RENTAL,1/27/2014 12:51,Nee
3994,59997.62,35.11703,0.4689949,m,OWNER,1/27/2014 13:53,Nee
3995,258144.3,61.32617,0.1610766,m,OWNER,1/27/2014 14:18,Nee
3996,63317.9,27.25379,1.697013,m,OWNER,1/27/2014 14:26,Nee
3997,113432.9,70.72953,-1.655805,f,RENTAL,1/28/2014 1:06,Ja
3998,152060.7,89.37309,-3.87269,f,RENTAL,1/28/2014 5:23,Nee
3999,61682.04,35.75503,0.4464376,m,OWNER,1/28/2014 5:38,Nee
4000,81610.12,NA,NA,m,RENTAL,1/28/2014 9:24,Ja
4001,81610.12,48.3285,-0.7255437,m,RENTAL,1/28/2014 9:24,Ja
4002,32001.36,33.63004,0.1548332,m,OWNER,1/28/2014 16:45,Ja
4003,201149.9,40.56092,2.392895,f,OWNER,1/29/2014 1:05,Ja
4004,101278.3,46.12729,1.3032,f,OWNER,1/29/2014 1:23,Ja
4005,55289.97,48.14202,-0.8929389,NA,RENTAL,1/29/2014 2:33,Nee
4006,55289.97,48.14202,-0.8929389,m,RENTAL,1/29/2014 2:33,Nee
4007,199141.4,30.1682,-0.100646,f,RENTAL,1/29/2014 10:52,Nee
4008,253447.6,33.76444,0.08765706,f,OWNER,1/29/2014 12:24,Ja
4009,8841.768,19.73759,1.960292,m,OWNER,1/29/2014 12:34,Ja
4010,255928.2,59.09557,0.2504859,f,OWNER,1/29/2014 14:19,Ja
4011,41982.19,47.86069,-1.205046,f,RENTAL,1/29/2014 17:44,Ja
4012,133902.8,78.51784,-1.723791,f,RENTAL,1/30/2014 6:43,Nee
4013,NA,NA,-1.379382,NA,NA,1/30/2014 11:42,Nee
4014,49373.22,54.55154,-1.379382,m,RENTAL,1/30/2014 11:42,Nee
4015,154662.2,33.02659,0.3439042,f,OWNER,1/30/2014 13:26,Ja
4016,129067,43.20888,-0.2841731,f,RENTAL,1/30/2014 16:01,Ja
4017,80865.55,45.69565,-1.946997,f,RENTAL,1/30/2014 19:31,Ja
4018,168801.6,79.73978,0.3367857,f,OWNER,1/31/2014 1:16,Nee
4019,30936.08,39.87312,-0.3526256,m,RENTAL,1/31/2014 14:03,Nee
4020,66894.86,40.51953,-0.2898018,m,RENTAL,1/31/2014 19:37,Ja
4021,131487.1,NA,NA,NA,NA,2/1/2014 3:27,Nee
4022,131487.1,51.83206,-0.3001389,m,RENTAL,2/1/2014 3:27,Nee
4023,18157.02,22.39054,1.416819,m,OWNER,2/1/2014 5:21,Ja
4024,251259.8,43.95667,9.271913,f,OWNER,2/1/2014 12:51,Ja
4025,43877.04,29.19906,0.6979123,m,OWNER,2/1/2014 14:01,Ja
4026,257457.4,86.52056,-0.8148021,f,RENTAL,2/1/2014 20:07,Nee
4027,89157.75753,37.14435883,0.645099715,m,OWNER,2/1/2014 21:29,Nee
4028,194813.3,73.73051,-0.0414275,f,RENTAL,2/1/2014 22:12,Nee
4029,350513,80.59809,-0.0210456,f,RENTAL,2/2/2014 3:34,Nee
4030,162681.3,67.88681,0.7188839,f,OWNER,2/2/2014 5:16,Nee
4031,28527.01,25.19085,0.9700094,m,OWNER,2/2/2014 6:05,Ja
4032,90448.67,31.12086,1.063,m,OWNER,2/2/2014 7:13,Nee
4033,45916.55,21.38533,2.280988,m,OWNER,2/2/2014 13:54,Nee
4034,29578.31485,37.01585425,-0.702439893,m,RENTAL,2/2/2014 15:04,Nee
4035,297969.5,74.43242,-0.3965556,f,RENTAL,2/2/2014 16:54,Ja
4036,153880.8131,NA,-0.3517709,m,RENTAL,2/2/2014 17:09,Nee
4037,153880.8131,56.78466679,-0.3517709,m,RENTAL,2/2/2014 17:09,Nee
4038,115616.6,28.30557,2.110795,m,OWNER,2/3/2014 7:17,Nee
4039,154895.9,63.78505,0.8998057,f,OWNER,2/3/2014 13:35,Nee
4040,125765.8,39.66902,0.4121805,m,OWNER,2/4/2014 0:30,Nee
4041,84269.41,39.42442,0.4181788,m,OWNER,2/4/2014 9:41,Ja
4042,85231.96,34.43321,0.554523,m,OWNER,2/4/2014 13:32,Nee
4043,26446.71,NA,-1.632233,NA,RENTAL,2/4/2014 16:24,Nee
4044,26446.71,45.15346,-1.632233,m,RENTAL,2/4/2014 16:24,Nee
4045,35340.21,31.59631,0.3308901,m,OWNER,2/4/2014 16:27,Ja
4046,236843.3,35.70239,1.14965,f,OWNER,2/5/2014 5:38,Nee
4047,46478.66,25.41223,1.776195,m,OWNER,2/5/2014 7:23,Ja
4048,122011.6,28.31328,2.753973,m,OWNER,2/5/2014 15:49,Nee
4049,111531.4,31.74442,-0.1727241,f,RENTAL,2/6/2014 0:21,Nee
4050,130239.3,28.39921,2.29095,f,OWNER,2/6/2014 3:01,Nee
4051,167553.5,52.86275,-1.197305,f,RENTAL,2/6/2014 14:22,Ja
4052,30685.59,23.80337,1.02768,m,OWNER,2/6/2014 16:34,Ja
4053,63544.95,42.6139,-0.6237043,f,RENTAL,2/7/2014 0:52,Nee
4054,124795.6347,36.25343738,0.976934132,m,OWNER,2/7/2014 1:42,Nee
4055,191436.8,86.62849,-0.8950233,f,RENTAL,2/7/2014 3:04,Nee
4056,72363.19,22.2484,2.730547,f,OWNER,2/7/2014 5:52,Ja
4057,NA,NA,-1.205597,m,RENTAL,2/7/2014 8:25,Nee
4058,143957.8,61.72505,-1.205597,m,RENTAL,2/7/2014 8:25,Nee
4059,235031,51.42543,0.1561246,f,OWNER,2/7/2014 10:12,Nee
4060,343497.7,26.13483,3.806898,f,OWNER,2/7/2014 18:25,Ja
4061,177535.7,41.01276,0.3962452,f,OWNER,2/7/2014 21:18,Nee
4062,128066.8,29.7687,2.089017,m,OWNER,2/7/2014 21:28,Ja
4063,20542.22,41.38911,-0.8931486,m,RENTAL,2/8/2014 1:11,Nee
4064,107444.5,54.35975,-0.7139715,m,NA,2/8/2014 3:41,Ja
4065,107444.5,54.35975,-0.7139715,m,RENTAL,2/8/2014 3:41,Ja
4066,17558.72,22.05498,1.421481,m,OWNER,2/8/2014 5:12,Ja
4067,82175.26,56.71228,-1.225965,m,RENTAL,2/8/2014 21:21,Nee
4068,82175.26,56.71228,-1.225965,m,RENTAL,2/8/2014 21:21,Nee
4069,32672.5,27.29122,0.9540785,m,OWNER,2/8/2014 21:29,Nee
4070,161983.5,63.12042,0.1817104,f,OWNER,2/9/2014 10:29,Nee
4071,72390.25,48.3366,-0.3377082,NA,RENTAL,2/9/2014 23:41,Nee
4072,72390.25,48.3366,-0.3377082,m,RENTAL,2/9/2014 23:41,Nee
4073,37870.5,21.25132,2.274672,m,OWNER,2/10/2014 1:39,Ja
4074,106494.1222,NA,NA,NA,NA,2/10/2014 3:33,Nee
4075,106494.1222,61.43690916,-0.872115738,m,RENTAL,2/10/2014 3:33,Nee
4076,41603.6,30.89872,0.005483911,m,OWNER,2/10/2014 6:15,Nee
4077,34042.47297,39.76128989,-0.095214992,m,RENTAL,2/10/2014 11:14,Nee
4078,127242.2,46.64231,-1.244405,f,RENTAL,2/10/2014 11:22,Nee
4079,238766.3,54.89306,0.171418,f,OWNER,2/10/2014 13:22,Nee
4080,68999.44,43.50816,-0.2891957,m,RENTAL,2/10/2014 15:32,Nee
4081,507314.5,37.56959,3.777028,f,OWNER,2/10/2014 16:21,Ja
4082,254751.7,68.91542,-0.6894587,f,RENTAL,2/10/2014 19:52,Ja
4083,38512.56462,34.17875665,-0.201713007,m,RENTAL,2/11/2014 6:28,Ja
4084,177503.3,62.09604,-0.6587682,f,RENTAL,2/11/2014 7:42,Nee
4085,255119.5,52.4362,0.3305799,f,OWNER,2/11/2014 22:17,Nee
4086,49556.71,32.67449,0.2754185,m,OWNER,2/12/2014 7:50,Nee
4087,NA,69.6305,NA,NA,NA,2/12/2014 21:17,Ja
4088,77105.43,69.6305,-1.891037,m,RENTAL,2/12/2014 21:17,Ja
4089,135644.3,48.64021,0.1947485,m,OWNER,2/12/2014 21:54,Ja
4090,64452.98,48.15262,-0.6035845,m,RENTAL,2/12/2014 23:15,Ja
4091,64452.98,48.15262,-0.6035845,m,RENTAL,2/12/2014 23:15,Ja
4092,39781.27,28.30698,1.024749,m,OWNER,2/13/2014 1:35,Ja
4093,239219.8,76.16851,-0.1476667,f,RENTAL,2/13/2014 13:18,Nee
4094,465895.2,83.41948,-0.06536678,f,RENTAL,2/14/2014 8:28,Ja
4095,91781.31,75.70307,NA,m,RENTAL,2/14/2014 14:07,Nee
4096,91781.31,75.70307,-3.36653,m,RENTAL,2/14/2014 14:07,Nee
4097,43223.21,50.9325,NA,NA,RENTAL,2/14/2014 16:13,Nee
4098,43223.21,50.9325,-0.9545429,m,RENTAL,2/14/2014 16:13,Nee
4099,167870.0714,47.19479265,0.883623782,m,OWNER,2/14/2014 17:33,Nee
4100,130002.4,44.04177,1.573807,f,OWNER,2/15/2014 2:26,Nee
4101,283463,47.32124,1.626941,f,OWNER,2/15/2014 10:36,Ja
4102,148409,40.91832,0.1333906,f,OWNER,2/15/2014 11:07,Ja
4103,159119.1,58.97838,0.1211846,f,OWNER,2/15/2014 11:33,Nee
4104,287211.9,98.84963,-1.019348,f,RENTAL,2/16/2014 8:12,Nee
4105,NA,46.91707,-1.080118,NA,RENTAL,2/16/2014 17:04,Nee
4106,20267.56,46.91707,-1.080118,m,RENTAL,2/16/2014 17:04,Nee
4107,91727.9688,65.79311331,-2.280051491,m,RENTAL,2/16/2014 22:10,Nee
4108,91727.9688,65.79311331,-2.280051491,m,RENTAL,2/16/2014 22:10,Nee
4109,250844.6,74.14602,-0.8197368,f,RENTAL,2/16/2014 23:01,Nee
4110,39741.71,42.53413,-0.3751908,m,RENTAL,2/16/2014 23:41,Ja
4111,NA,52.92286,NA,m,RENTAL,2/17/2014 3:16,Nee
4112,85268.19,52.92286,-0.8267758,m,RENTAL,2/17/2014 3:16,Nee
4113,78690.27205,36.58495168,0.302432361,m,OWNER,2/17/2014 8:52,Ja
4114,NA,47.12512,NA,NA,RENTAL,2/17/2014 15:23,Nee
4115,95896.51,47.12512,-0.1669524,m,RENTAL,2/17/2014 15:23,Nee
4116,92915.33,34.04644,1.108025,m,OWNER,2/18/2014 0:33,Ja
4117,46760.02,51.67517,-0.1981559,f,RENTAL,2/18/2014 14:23,Ja
4118,96315.95,NA,-0.08880849,m,NA,2/19/2014 0:33,Nee
4119,96315.95,49.82317,-0.08880849,m,RENTAL,2/19/2014 0:33,Nee
4120,NA,49.06185,NA,NA,RENTAL,2/19/2014 4:11,Ja
4121,36243.74,49.06185,-1.125366,m,RENTAL,2/19/2014 4:11,Ja
4122,10925.56,31.46283,-0.1339329,m,RENTAL,2/19/2014 6:52,Nee
4123,149155.8,68.45121,-1.549001,f,RENTAL,2/19/2014 17:09,Nee
4124,105155.5,75.96981,-1.411927,f,RENTAL,2/19/2014 20:33,Nee
4125,166865.4,NA,-1.395814,m,RENTAL,2/19/2014 22:05,Nee
4126,166865.4,69.01593,-1.395814,m,RENTAL,2/19/2014 22:05,Nee
4127,155277.6,52.06734,-0.1048026,f,RENTAL,2/19/2014 22:57,Nee
4128,26500.15323,24.34591612,1.053259623,m,OWNER,2/20/2014 1:38,Nee
4129,181787.7,72.96713,0.9046994,f,OWNER,2/20/2014 2:31,Ja
4130,113719.1,86.74166,-0.4048507,f,RENTAL,2/20/2014 3:35,Nee
4131,115796.5,37.99457,0.8602502,m,OWNER,2/20/2014 11:08,Ja
4132,81911.94,37.38217,0.3463191,m,OWNER,2/20/2014 16:08,Ja
4133,257175.2,57.84682,0.3895328,f,OWNER,2/21/2014 13:18,Nee
4134,30185.36747,NA,-1.139142462,m,RENTAL,2/21/2014 14:32,Nee
4135,30185.36747,45.12799116,-1.139142462,m,RENTAL,2/21/2014 14:32,Nee
4136,289185.4,44.64227,0.9959746,f,OWNER,2/21/2014 16:45,Ja
4137,315473.3,44.02131,4.192763,f,OWNER,2/21/2014 17:59,Ja
4138,123828.8,68.17938,-0.1047411,f,RENTAL,2/21/2014 20:12,Nee
4139,107942,33.97502,0.349032,f,OWNER,2/22/2014 1:10,Nee
4140,83580.01,43.23085,-0.08358523,m,RENTAL,2/22/2014 4:59,Ja
4141,27730.23,31.0894,0.0767661,m,OWNER,2/22/2014 7:01,Nee
4142,280836.5,76.22467,1.125167,f,OWNER,2/22/2014 12:39,Nee
4143,191400.9,54.91008,0.6686273,f,OWNER,2/23/2014 4:38,Nee
4144,268230.5,44.29444,0.4107424,f,OWNER,2/23/2014 8:18,Nee
4145,135658.6,21.7997,4.436213,m,OWNER,2/23/2014 9:46,Ja
4146,37296.51,27.55138,0.5302383,m,OWNER,2/23/2014 13:42,Nee
4147,57191.99,34.55746,0.2484716,m,OWNER,2/23/2014 15:07,Nee
4148,NA,NA,-0.8453414,NA,NA,2/23/2014 15:13,Nee
4149,42068.59,47.86111,-0.8453414,m,RENTAL,2/23/2014 15:13,Nee
4150,122943.2,35.21455,1.054773,m,OWNER,2/23/2014 23:57,Ja
4151,192390.2,72.0459,-0.001986663,f,RENTAL,2/24/2014 6:59,Nee
4152,NA,51.64309,-1.370582,NA,RENTAL,2/24/2014 10:38,Nee
4153,43456.71,51.64309,-1.370582,m,RENTAL,2/24/2014 10:38,Nee
4154,90770.20731,33.95350546,0.995319102,m,OWNER,2/24/2014 13:30,Nee
4155,128955.5,60.22257,-0.4997552,f,RENTAL,2/24/2014 22:04,Ja
4156,22661.16194,43.77291548,-0.997699646,m,RENTAL,2/25/2014 13:54,Ja
4157,251188.6,48.40266,1.465883,f,OWNER,2/25/2014 15:27,Ja
4158,56149.64,30.10464,0.6006583,m,OWNER,2/25/2014 19:35,Nee
4159,124513,36.8458,0.4341941,m,OWNER,2/25/2014 19:40,Ja
4160,25720.67215,36.66915329,-0.370926452,m,RENTAL,2/26/2014 1:20,Nee
4161,73312.24,20.71457,3.590284,m,OWNER,2/26/2014 14:10,Ja
4162,51103.34011,31.43030528,-0.13901154,m,RENTAL,2/26/2014 21:42,Nee
4163,31631.08,29.16249,0.7051832,m,OWNER,2/27/2014 0:17,Ja
4164,53906.63,21.65414,2.715825,m,OWNER,2/27/2014 5:04,Ja
4165,30585.23,27.71249,0.2705724,m,OWNER,2/27/2014 6:57,Nee
4166,159213.2,44.52369,1.100733,f,OWNER,2/27/2014 10:14,Nee
4167,37519.1,36.77891,0.2252408,m,OWNER,2/27/2014 12:52,Nee
4168,36494.68,41.63884,-0.6495474,m,RENTAL,2/27/2014 19:33,Nee
4169,296832.1,42.05031,0.5666285,f,OWNER,2/27/2014 21:50,Ja
4170,127109.1,79.42649,-1.121409,f,RENTAL,2/28/2014 3:32,Nee
4171,158944.6,58.12831,-0.1394075,f,RENTAL,2/28/2014 10:04,Nee
4172,29564.47213,38.5459022,-0.406106968,m,RENTAL,2/28/2014 23:23,Ja
4173,34467.81364,39.50436611,-0.374724641,m,RENTAL,3/1/2014 8:07,Nee
4174,55030.51,41.22808,0.3796063,f,OWNER,3/1/2014 11:14,Nee
4175,75726.07587,NA,-1.035811965,m,RENTAL,3/1/2014 14:18,Nee
4176,75726.07587,51.45588198,-1.035811965,m,RENTAL,3/1/2014 14:18,Nee
4177,22601.46,19.30797,2.851367,m,OWNER,3/2/2014 0:39,Nee
4178,244684.6,53.65125,-0.3428824,f,RENTAL,3/2/2014 4:27,Ja
4179,54986.29,39.01701,-0.4722574,m,RENTAL,3/2/2014 7:52,Ja
4180,171458.6,39.17664,1.198426,m,OWNER,3/2/2014 10:08,Ja
4181,186808.3,36.09252,0.710213,f,OWNER,3/2/2014 10:11,Ja
4182,185177.6,63.99467,-0.1554046,f,RENTAL,3/2/2014 10:48,Nee
4183,45312.84,26.93378,1.24535,m,OWNER,3/4/2014 19:29,Ja
4184,259596.6,79.46384,0.03929785,f,OWNER,3/5/2014 13:49,Ja
4185,31249.4,40.94224,-0.6700977,m,RENTAL,3/5/2014 22:34,Nee
4186,140051.8,69.07734,-1.248379,f,RENTAL,3/6/2014 1:45,Nee
4187,33912.08,30.98168,0.1630798,m,OWNER,3/6/2014 13:01,Nee
4188,256051.7,45.89857,-1.55159,f,RENTAL,3/6/2014 19:20,Ja
4189,125003.5,58.62108,0.005341375,f,OWNER,3/6/2014 20:28,Nee
4190,59070.45,51.60371,NA,NA,NA,3/6/2014 21:39,Ja
4191,59070.45,51.60371,-0.9029958,m,RENTAL,3/6/2014 21:39,Ja
4192,207570.8,52.0488,0.5961234,f,OWNER,3/6/2014 23:45,Nee
4193,6228.967,29.68582,-0.3838176,m,RENTAL,3/7/2014 0:52,Nee
4194,342914.9,89.17538,-0.6806167,f,RENTAL,3/7/2014 1:44,Ja
4195,108713.5,38.85246,-0.7011538,f,RENTAL,3/7/2014 14:42,Nee
4196,61056.34,28.3943,1.293751,m,OWNER,3/7/2014 18:17,Nee
4197,240376,79.79871,-0.906964,f,RENTAL,3/8/2014 0:51,Ja
4198,98742.5,NA,NA,NA,RENTAL,3/8/2014 3:30,Nee
4199,98742.5,45.64728,-0.06362391,m,RENTAL,3/8/2014 3:30,Nee
4200,121650.3,66.37695,-0.2393043,f,RENTAL,3/8/2014 9:17,Nee
4201,50314.68,53.07626,-1.886801,m,RENTAL,3/8/2014 22:25,Ja
4202,50314.68,53.07626,-1.886801,m,RENTAL,3/8/2014 22:25,Ja
4203,181751.6,70.94639,-1.162444,f,RENTAL,3/8/2014 23:15,Nee
4204,111063.6,NA,NA,NA,RENTAL,3/9/2014 1:59,Nee
4205,111063.6,52.42307,-0.06770315,m,RENTAL,3/9/2014 1:59,Nee
4206,13162.11171,29.40022801,-0.225832024,m,RENTAL,3/9/2014 2:11,Nee
4207,55186.63335,37.50316143,-0.020532437,m,RENTAL,3/9/2014 19:03,Ja
4208,270825.3,60.67739,1.454969,f,OWNER,3/9/2014 21:14,Ja
4209,106243.3,50.76333,NA,m,RENTAL,3/10/2014 2:34,Ja
4210,106243.3,50.76333,-0.04857697,m,RENTAL,3/10/2014 2:34,Ja
4211,307369.9,41.06974,1.812853,f,OWNER,3/10/2014 8:31,Ja
4212,169518.3,65.96514,NA,m,RENTAL,3/10/2014 14:24,Nee
4213,169518.3,65.96514,-0.8721224,m,RENTAL,3/10/2014 14:24,Nee
4214,152886.6,61.43433,NA,NA,NA,3/10/2014 21:09,Nee
4215,152886.6,61.43433,-0.9882128,m,RENTAL,3/10/2014 21:09,Nee
4216,259578,70.23483,1.617535,f,OWNER,3/11/2014 0:00,Ja
4217,206226.4,53.50969,0.3328565,f,OWNER,3/11/2014 3:15,Ja
4218,114636.1,71.31383,-3.802001,f,RENTAL,3/11/2014 8:06,Nee
4219,111503.6,35.69916,0.241817,f,OWNER,3/11/2014 17:44,Ja
4220,192760.1,71.82112,0.1324539,f,OWNER,3/12/2014 5:13,Ja
4221,NA,NA,-0.046617822,NA,RENTAL,3/12/2014 10:25,Ja
4222,124822.1454,50.25676575,-0.046617822,m,RENTAL,3/12/2014 10:25,Ja
4223,25284.19144,41.33986247,-0.613165356,m,RENTAL,3/12/2014 11:45,Nee
4224,125099.7,56.70333,4.86E-05,f,OWNER,3/12/2014 17:35,Nee
4225,80836.66,59.20418,-1.659015,f,RENTAL,3/12/2014 19:03,Nee
4226,56727.45203,43.41472764,-0.327687208,m,RENTAL,3/13/2014 1:34,Nee
4227,168050.9,68.64395,-0.9083003,f,RENTAL,3/13/2014 4:14,Nee
4228,129240.8638,33.42575178,1.337596467,m,OWNER,3/13/2014 5:01,Nee
4229,NA,59.1619,-1.245649,m,RENTAL,3/13/2014 13:11,Nee
4230,80964.68,59.1619,-1.245649,m,RENTAL,3/13/2014 13:11,Nee
4231,104138,51.68317,-0.3808749,f,RENTAL,3/13/2014 19:25,Nee
4232,NA,NA,NA,m,NA,3/14/2014 1:58,Ja
